Index,Timestamp,Value,Unit,Standardized Value,Standardized Unit,Measure,Human-Readable,Raw Value,Base64 Bytes,Reading Flags,Scale Flags,Measurement Flags,Reserved Flags
28,2014-06-11T03:04:56.820123Z,-244.6,mA,-0.2446,A,Current,-244.6 mA,-244.6,Fy07Qldid4+eoLjA2Og=,DC;AUTO;RS232,milli,A,other_14_4
29,2014-06-11T03:04:57.169411Z,-244.6,mA,-0.2446,A,Current,-244.6 mA,-244.6,Fy07Qldid4+eoLjA2Og=,DC;AUTO;RS232,milli,A,other_14_4
30,2014-06-11T03:04:57.520762Z,-244.6,mA,-0.2446,A,Current,-244.6 mA,-244.6,Fy07Qldid4+eoLjA2Og=,DC;AUTO;RS232,milli,A,other_14_4
31,2014-06-11T03:04:57.870106Z,-244.6,mA,-0.2446,A,Current,-244.6 mA,-244.6,Fy07Qldid4+eoLjA2Og=,DC;AUTO;RS232,milli,A,other_14_4
32,2014-06-11T03:04:58.220156Z,-244.6,mA,-0.2446,A,Current,-244.6 mA,-244.6,Fy07Qldid4+eoLjA2Og=,DC;AUTO;RS232,milli,A,other_14_4
33,2014-06-11T03:04:58.570149Z,-244.7,mA,-0.2447,A,Current,-244.7 mA,-244.7,Fy07Qldid4mVoLjA2Og=,DC;AUTO;RS232,milli,A,other_14_4
34,2014-06-11T03:04:58.920298Z,-177.9,mA,-0.1779,A,Current,-177.9 mA,-177.9,Fyg1QVVhdYufoLjA2Og=,DC;AUTO;RS232,milli,A,other_14_4
35,2014-06-11T03:04:59.270276Z,-141.7,mA,-0.1417,A,Current,-141.7 mA,-141.7,Fyg1QldgdYmVoLjA2Og=,DC;AUTO;RS232,milli,A,other_14_4
36,2014-06-11T03:04:59.620004Z,-88.9,mA,-0.0889,A,Current,-88.9 mA,-088.9,Fy89R19nf4ufoLjA2Og=,DC;AUTO;RS232,milli,A,other_14_4
37,2014-06-11T03:04:59.969635Z,-7.0,mA,-0.007,A,Current,-7.0 mA,-007.0,Fy89R11hdY+doLjA2Og=,DC;AUTO;RS232,milli,A,other_14_4
38,2014-06-11T03:05:00.370140Z,-6.98,mA,-0.00698,A,Current,-6.98 mA,-06.98,Fy89R15rf4efoLjA2Og=,DC;AUTO;RS232,milli,A,other_14_4
39,2014-06-11T03:05:00.819656Z,-6.97,mA,-0.00697,A,Current,-6.97 mA,-06.97,Fy89R15rf4GVoLjA2Og=,DC;AUTO;RS232,milli,A,other_14_4
40,2014-06-11T03:05:01.270077Z,-0.22,mA,-0.00022,A,Current,-0.22 mA,-00.22,Fy89R11te4WboLjA2Og=,DC;AUTO;RS232,milli,A,other_14_4
